x,underlying,y
-0.6478239,5.1692677,4.7614293
-0.6468234,5.159249,5.28735
-0.64582294,5.1493626,4.663773
-0.6448224,5.139609,4.800645
-0.64382195,5.129987,5.53063
-0.64282143,5.120497,6.2086754
-0.6418209,5.1111403,6.407701
-0.64082044,5.1019154,4.798926
-0.63981986,5.092822,4.833917
-0.63881934,5.083863,5.2304
-0.6378189,5.075035,3.6344194
-0.63681835,5.0663414,4.800332
-0.6358179,5.057779,5.076073
-0.63481736,5.04935,5.0665765
-0.63381684,5.041053,4.255484
-0.6328164,5.032888,4.6406417
-0.6318159,5.024858,4.8183947
-0.6308154,5.0169587,5.8353925
-0.6298149,5.0091925,5.3473873
-0.6288144,5.0015583,6.006838
-0.62781394,4.994057,4.287358
-0.6268134,4.986689,5.03313
-0.6258129,4.9794536,5.8236346
-0.6248124,4.9723506,5.5405545
-0.6238119,4.9653797,4.8729587
-0.6228114,4.9585414,5.159491
-0.6218109,4.951837,5.4944925
-0.6208104,4.945263,4.958371
-0.6198099,4.9388237,4.488832
-0.6188094,4.932515,5.6547294
-0.6178089,4.926339,4.911412
-0.6168084,4.9202957,5.268038
-0.6158079,4.914385,4.4939766
-0.61480737,4.9086065,4.997738
-0.6138069,4.902961,4.825957
-0.6128064,4.8974457,4.4887724
-0.6118059,4.8920646,5.1057057
-0.6108054,4.886814,5.0502653
-0.60980487,4.8816957,4.6193895
-0.6088044,4.87671,4.0787444
-0.6078039,4.8718567,5.1627073
-0.60680336,4.8671336,3.6198983
-0.6058029,4.862544,4.885895
-0.60480237,4.858084,4.6239567
-0.6038019,4.853758,5.0410333
-0.6028014,4.849562,4.978886
-0.60180086,4.8454976,5.4802446
-0.6008004,4.841565,4.3833547
-0.5997999,4.837763,4.7245054
-0.59879935,4.8340926,4.893795
-0.5977989,4.830552,4.8411508
-0.59679836,4.827143,4.828106
-0.5957979,4.8238664,4.3897395
-0.5947974,4.8207192,4.831862
-0.59379685,4.8177032,4.5785375
-0.5927964,4.8148174,5.3799467
-0.5917959,4.8120623,5.420999
-0.5907954,4.809436,4.1095514
-0.58979493,4.8069415,5.0702667
-0.5887944,4.8045774,4.5500846
-0.58779395,4.802342,4.7220674
-0.5867934,4.800236,5.2435756
-0.5857929,4.7982607,6.141515
-0.58479244,4.7964153,5.3638825
-0.58379185,4.794698,4.2152944
-0.5827913,4.7931104,4.2888618
-0.58179086,4.7916517,5.160744
-0.58079034,4.7903223,4.4169784
-0.5797899,4.789121,4.1443033
-0.57878935,4.7880487,5.267889
-0.57778883,4.787105,4.6855087
-0.57678837,4.78629,4.740693
-0.5757879,4.7856026,5.0346193
-0.5747874,4.7850432,3.9818292
-0.5737869,4.784611,4.671438
-0.5727864,4.7843075,5.268708
-0.5717859,4.784131,5.129867
-0.5707854,4.7840815,3.4130359
-0.5697849,4.784159,5.29144
-0.5687844,4.784364,4.8640156
-0.5677839,4.784696,4.906452
-0.56678337,4.785154,4.4990516
-0.5657829,4.7857366,4.6775494
-0.5647824,4.7864475,5.118381
-0.5637819,4.7872844,5.465062
-0.5627814,4.788245,4.9525614
-0.56178087,4.789333,5.4384003
-0.5607804,4.790546,4.547207
-0.5597799,4.7918825,4.1729317
-0.55877936,4.793346,5.5828676
-0.5577789,4.794934,5.6664724
-0.5567784,4.7966447,4.0265126
-0.5557779,4.7984805,5.4771223
-0.5547774,4.800441,4.6900864
-0.55377686,4.802524,4.5347767
-0.5527764,4.804731,4.6959705
-0.5517759,4.807061,4.7797956
-0.55077535,4.809515,4.6971045
-0.5497749,4.812091,4.069836
-0.54877436,4.81479,5.1993365
-0.5477739,4.8176103,4.747527
-0.5467734,4.820553,4.790337
-0.54577285,4.8236175,4.025112
-0.5447724,4.8268046,5.4632235
-0.54377186,4.8301125,4.7670984
-0.54277134,4.8335395,4.835013
-0.5417709,4.8370895,4.5866265
-0.54077035,4.8407593,4.8071775
-0.5397699,4.8445487,4.5128894
-0.53876936,4.848459,3.8444576
-0.53776884,4.852489,4.485547
-0.5367684,4.856637,5.434375
-0.53576785,4.8609056,4.800828
-0.5347673,4.8652925,4.0413027
-0.53376687,4.8697987,4.5905886
-0.53276634,4.874421,5.5396023
-0.5317659,4.8791623,5.61801
-0.53076535,4.8840218,6.198872
-0.52976483,4.8889985,5.5200377
-0.52876437,4.894092,5.006953
-0.52776384,4.8993025,5.686363
-0.5267633,4.9046288,4.3832417
-0.52576286,4.9100714,5.5004625
-0.52476233,4.915631,4.73349
-0.52376187,4.9213047,4.73018
-0.52276134,4.9270945,4.480844
-0.5217608,4.932997,4.8988514
-0.52076036,4.939017,4.92113
-0.5197599,4.9451494,4.4912915
-0.51875937,4.951396,5.829246
-0.5177589,4.957756,5.098665
-0.5167584,4.9642296,5.104207
-0.5157579,4.970815,5.5384827
-0.5147574,4.9775147,4.950655
-0.5137569,4.9843264,5.486475
-0.5127564,4.991249,5.5862546
-0.5117558,4.998283,5.5530467
-0.5107553,5.0054293,5.8551707
-0.50975484,5.012686,5.37986
-0.5087543,5.0200524,5.21978
-0.50775385,5.027529,4.672217
-0.5067533,5.0351152,4.8983216
-0.5057528,5.0428123,4.8027663
-0.50475234,5.0506167,5.0919495
-0.5037519,5.0585303,4.4938507
-0.50275135,5.066551,5.5945306
-0.5017509,5.074681,5.3974395
-0.50075036,5.082919,4.799961
-0.49974987,5.091263,5.081778
-0.49874938,5.099715,4.502766
-0.49774888,5.1082706,5.683058
-0.49674836,5.1169357,4.710034
-0.49574786,5.125705,5.5237107
-0.49474737,5.1345787,4.2706356
-0.49374688,5.1435585,5.3476424
-0.49274635,5.1526413,5.604857
-0.49174586,5.161829,5.35044
-0.49074537,5.1711206,5.0330496
-0.48974487,5.1805143,5.679051
-0.48874435,5.190011,4.805327
-0.48774385,5.199611,5.7300873
-0.48674336,5.2093124,4.8777995
-0.48574287,5.2191153,5.731035
-0.48474234,5.2290187,4.4520836
-0.48374185,5.239024,4.867384
-0.48274136,5.2491293,5.427268
-0.48174086,5.2593355,6.034822
-0.48074034,5.26964,4.8608975
-0.47973984,5.2800436,5.2716074
-0.47873935,5.2905464,4.4492297
-0.47773886,5.3011465,5.460287
-0.47673833,5.311844,4.81515
-0.47573784,5.3226404,4.964022
-0.47473735,5.333533,4.778381
-0.47373685,5.3445215,5.2194495
-0.47273633,5.3556075,5.5224266
-0.47173584,5.366788,5.484924
-0.47073534,5.378063,5.028253
-0.46973485,5.389434,5.3388557
-0.46873432,5.4008994,4.101673
-0.46773383,5.412458,5.1675105
-0.46673334,5.4241085,5.3852577
-0.46573284,5.435852,5.7747297
-0.46473232,5.44769,5.446732
-0.46373183,5.4596186,6.0778036
-0.46273133,5.4716396,5.4299865
-0.46173084,5.48375,5.6495824
-0.4607303,5.4959526,6.047405
-0.45972982,5.5082445,5.9409127
-0.45872933,5.520625,5.139401
-0.45772883,5.533096,4.874178
-0.4567283,5.5456553,7.189266
-0.45572782,5.558303,5.571098
-0.45472732,5.5710373,5.1348004
-0.45372683,5.583859,6.10413
-0.4527263,5.5967684,5.337145
-0.4517258,5.609763,5.8352427
-0.45072532,5.6228447,5.0840554
-0.44972482,5.63601,5.274592
-0.4487243,5.649261,5.944304
-0.44772387,5.662595,6.356591
-0.44672337,5.676015,5.676881
-0.44572288,5.689517,5.5889425
-0.44472235,5.7031007,5.3389506
-0.44372186,5.7167683,5.745789
-0.44272137,5.730517,5.762152
-0.44172087,5.744347,6.252492
-0.44072035,5.7582574,6.534654
-0.43971986,5.7722487,6.226391
-0.43871936,5.7863193,6.406763
-0.43771887,5.800469,5.2961144
-0.43671834,5.8146973,5.74707
-0.43571785,5.8290043,5.6843925
-0.43471736,5.8433895,6.942235
-0.43371686,5.857851,5.6021247
-0.43271634,5.87239,6.1678553
-0.43171585,5.887002,6.648875
-0.43071535,5.901693,6.3839135
-0.42971486,5.916457,6.3395185
-0.42871433,5.9312973,6.2953525
-0.42771384,5.946211,6.0837345
-0.42671335,5.9611955,6.3010607
-0.42571285,5.9762554,6.241271
-0.42471233,5.9913883,5.988874
-0.42371184,6.006592,5.9911847
-0.42271134,6.0218673,7.50405
-0.42171085,6.0372114,5.76337
-0.42071033,6.052629,5.599551
-0.41970983,6.0681148,6.6719675
-0.41870934,6.083669,6.6519895
-0.41770884,6.099292,6.81035
-0.41670832,6.1149836,5.1463184
-0.41570783,6.130742,7.085699
-0.41470733,6.146567,5.5468783
-0.41370684,6.16246,6.0235767
-0.41270632,6.178417,6.277186
-0.41170582,6.19444,5.717207
-0.41070533,6.2105274,6.727942
-0.40970483,6.226679,6.462516
-0.4087043,6.242894,6.3129625
-0.40770382,6.2591724,6.6706157
-0.40670332,6.2755136,7.0062923
-0.40570283,6.291917,6.9883695
-0.4047023,6.3083806,6.41532
-0.4037018,6.324905,6.4995327
-0.40270132,6.34149,6.435882
-0.40170082,6.3581343,6.5427938
-0.4007003,6.374839,6.41348
-0.3996998,6.3915997,7.274403
-0.3986993,6.4084196,6.719508
-0.39769882,6.4252963,5.870621
-0.3966983,6.442231,6.2204595
-0.3956978,6.45922,6.616218
-0.3946973,6.4762654,7.080167
-0.3936968,6.4933662,6.030692
-0.3926963,6.5105214,5.990987
-0.39169586,6.527729,7.6279855
-0.39069536,6.5449915,7.059551
-0.38969487,6.5623045,6.1706963
-0.38869435,6.579673,6.896172
-0.38769385,6.5970893,6.8401303
-0.38669336,6.6145587,6.9727726
-0.38569286,6.632078,6.396702
-0.38469234,6.649647,7.671816
-0.38369185,6.667265,7.1863165
-0.38269135,6.684931,7.22588
-0.38169086,6.7026463,6.5359697
-0.38069034,6.7204084,6.0164433
-0.37968984,6.7382164,7.0427237
-0.37868935,6.756071,6.3833075
-0.37768885,6.7739706,7.9478974
-0.37668833,6.7919154,6.912441
-0.37568784,6.8099055,6.9952774
-0.37468734,6.8279376,6.810518
-0.37368685,6.8460145,7.3072805
-0.37268633,6.864133,7.0105147
-0.37168583,6.8822927,6.6284575
-0.37068534,6.9004955,7.0672216
-0.36968485,6.9187384,6.8348055
-0.36868432,6.9370213,6.5609546
-0.36768383,6.955343,6.4148417
-0.36668333,6.973704,6.7506256
-0.36568284,6.9921036,7.4871645
-0.36468232,7.01054,6.892569
-0.36368182,7.029014,6.3339734
-0.36268133,7.0475235,6.744263
-0.36168084,7.0660696,7.371886
-0.3606803,7.084652,6.369464
-0.35967982,7.1032677,6.7329683
-0.35867932,7.1219187,7.0359845
-0.35767883,7.140601,7.283615
-0.3566783,7.1593184,7.9350924
-0.3556778,7.178066,7.4320803
-0.35467732,7.196846,7.3811336
-0.35367683,7.2156568,7.2179723
-0.3526763,7.234498,8.649891
-0.3516758,7.2533684,7.286847
-0.3506753,7.2722673,7.298848
-0.34967482,7.2911954,7.0028753
-0.3486743,7.3101516,7.268576
-0.3476738,7.3291345,7.20818
-0.3466733,7.348143,6.8173847
-0.34567282,7.367178,7.4961586
-0.3446723,7.3862386,7.2007637
-0.3436718,7.405324,6.7889013
-0.3426713,7.4244337,7.100097
-0.3416708,7.4435663,7.1399384
-0.3406703,7.4627213,7.385604
-0.3396698,7.4818997,7.3204665
-0.3386693,7.5010986,7.6039295
-0.3376688,7.520319,8.202739
-0.33666828,7.53956,7.491693
-0.3356678,7.55882,7.183839
-0.3346673,7.5780983,7.9915333
-0.3336668,7.597396,7.503772
-0.33266628,7.6167126,8.175349
-0.33166578,7.6360445,7.3189535
-0.3306653,7.6553926,7.6684837
-0.3296648,7.6747575,7.919144
-0.32866427,7.6941385,7.6052737
-0.32766378,7.7135334,7.8644342
-0.3266633,7.7329416,7.4252577
-0.3256628,7.752363,7.1534176
-0.32466227,7.771799,7.9136934
-0.32366177,7.7912455,8.320811
-0.32266128,7.810704,6.628931
-0.3216608,7.830174,7.1129913
-0.32066026,7.8496537,7.400174
-0.31965983,7.8691406,7.4731317
-0.31865934,7.888639,8.396196
-0.31765884,7.9081445,8.049439
-0.31665832,7.92766,8.076812
-0.31565782,7.9471803,7.828677
-0.31465733,7.9667077,7.5107036
-0.31365684,7.986241,7.8014827
-0.3126563,8.00578,7.567361
-0.31165582,8.025323,8.211651
-0.31065533,8.044869,7.9383564
-0.30965483,8.06442,8.420589
-0.3086543,8.083973,7.6244054
-0.3076538,8.103528,8.166798
-0.30665332,8.123084,8.446299
-0.30565283,8.14264,7.6151066
-0.3046523,8.162198,8.509041
-0.3036518,8.181754,8.372789
-0.30265132,8.20131,8.747405
-0.30165082,8.220863,8.602313
-0.3006503,8.240415,9.123482
-0.2996498,8.259963,8.749133
-0.2986493,8.279508,8.050865
-0.29764882,8.299047,9.061191
-0.2966483,8.3185835,8.861047
-0.2956478,8.338113,8.842167
-0.2946473,8.357636,8.214075
-0.2936468,8.377152,8.970276
-0.2926463,8.396663,8.881481
-0.2916458,8.416164,7.437237
-0.2906453,8.435657,8.255339
-0.2896448,8.455139,7.9117975
-0.28864428,8.474613,7.923044
-0.2876438,8.494076,8.71462
-0.2866433,8.513527,8.747877
-0.2856428,8.532967,8.266799
-0.28464228,8.552395,8.706571
-0.2836418,8.571808,7.8832083
-0.2826413,8.591208,8.637569
-0.2816408,8.610595,8.074202
-0.28064027,8.629967,8.711375
-0.27963978,8.6493225,8.842533
-0.2786393,8.668661,8.721124
-0.2776388,8.6879835,9.00663
-0.27663827,8.707289,9.433512
-0.27563778,8.726576,8.381522
-0.27463728,8.745845,9.369946
-0.2736368,8.765094,8.720065
-0.27263626,8.784323,9.344087
-0.27163577,8.803532,8.964648
-0.27063528,8.82272,8.637003
-0.26963478,8.841886,8.580912
-0.26863426,8.861029,8.909762
-0.26763377,8.880149,8.042247
-0.26663327,8.899245,8.192971
-0.26563278,8.918318,9.377193
-0.26463225,8.9373665,9.268086
-0.26363182,8.956387,8.826076
-0.26263133,8.975384,8.619605
-0.26163083,8.994352,7.813794
-0.2606303,9.013295,8.079937
-0.25962982,9.032209,9.432105
-0.25862932,9.051095,9.071392
-0.25762883,9.069952,9.086606
-0.2566283,9.088779,8.415237
-0.2556278,9.107575,8.574754
-0.25462732,9.126341,8.22521
-0.25362682,9.145076,9.06393
-0.2526263,9.163778,8.528121
-0.2516258,9.182447,9.975367
-0.2506253,9.201082,10.549255
-0.2496248,9.219686,9.621679
-0.24862431,9.238253,9.010067
-0.2476238,9.256785,8.792397
-0.24662331,9.275282,9.288045
-0.2456228,9.293742,9.039203
-0.2446223,9.312166,8.958809
-0.2436218,9.330552,9.315556
-0.2426213,9.3489,9.033213
-0.2416208,9.3672085,10.528738
-0.2406203,9.385478,8.992853
-0.23961979,9.403708,9.208336
-0.2386193,9.421898,9.440484
-0.23761879,9.440046,8.6146
-0.2366183,9.458153,9.520649
-0.23561779,9.476217,10.208332
-0.2346173,9.49424,9.748984
-0.23361678,9.5122175,8.254987
-0.23261629,9.530151,9.905009
-0.23161578,9.548041,9.558606
-0.23061529,9.565886,9.193133
-0.22961478,9.583685,9.386405
-0.22861429,9.601438,8.974178
-0.22761378,9.6191435,9.662439
-0.22661328,9.636801,9.0460825
-0.22561277,9.654411,9.437195
-0.22461228,9.671973,10.0248575
-0.22361177,9.689486,10.43656
-0.22261128,9.706948,9.470141
-0.22161077,9.724361,9.341431
-0.22061028,9.741722,9.073314
-0.21960977,9.759033,9.8603735
-0.21860927,9.776291,10.53915
-0.21760876,9.793497,8.943963
-0.21660827,9.81065,9.538829
-0.21560776,9.827749,8.937201
-0.21460727,9.844793,9.440449
-0.21360676,9.861783,9.692857
-0.21260627,9.878717,9.514554
-0.21160576,9.895596,9.468694
-0.21060526,9.912418,9.569094
-0.20960476,9.929184,9.601041
-0.20860426,9.94589,9.7701
-0.20760375,9.962542,10.592792
